BCU_Code|BCU_Name|Major_Crime_Category|Minor_Crime_Category|Number_of_Records|Borough|Sum_Value|Type|Month|Year
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|2|Sanction Detections|7|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|1|Sanction Detections|7|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|4|Sanction Detections|7|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|7|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|1|Sanction Detections|7|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|6|Sanction Detections|7|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|3|Sanction Detections|7|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|162|Offences|8|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|151|Offences|8|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|84|Offences|8|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|84|Offences|8|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|93|Offences|8|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|127|Offences|8|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|49|Offences|8|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|132|Offences|8|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|101|Offences|8|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|17|Offences|8|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|19|Offences|8|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|17|Offences|8|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|26|Offences|8|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|70|Offences|8|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|29|Offences|8|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|66|Offences|8|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|20|Offences|8|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|30|Offences|8|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|15|Offences|8|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|13|Offences|8|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|29|Offences|8|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|13|Offences|8|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|35|Offences|8|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|33|Offences|8|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|12|Offences|8|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|86|Offences|8|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|25|Offences|8|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|29|Offences|8|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|111|Offences|8|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Offences|8|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|75|Offences|8|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|44|Offences|8|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|26|Offences|8|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|3|Offences|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|53|Offences|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|61|Offences|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|21|Offences|6|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|3|Sanction Detections|6|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|1|Sanction Detections|6|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|6|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|1|Sanction Detections|6|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|2|Sanction Detections|6|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|4|Sanction Detections|6|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|6|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|0|Sanction Detections|6|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|4|Sanction Detections|6|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|6|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|2|Sanction Detections|6|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|6|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|1|Sanction Detections|6|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|2|Sanction Detections|6|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|1|Sanction Detections|6|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|1|Sanction Detections|6|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|1|Sanction Detections|6|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|2|Sanction Detections|6|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|6|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|1|Sanction Detections|6|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|6|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|6|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|1|Sanction Detections|6|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|1|Sanction Detections|6|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|6|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|1|Sanction Detections|6|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|1|Sanction Detections|6|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|1|Sanction Detections|6|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|5|Sanction Detections|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|3|Sanction Detections|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|5|Sanction Detections|6|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|1|Sanction Detections|6|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|145|Offences|7|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|164|Offences|7|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|82|Offences|7|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|94|Offences|7|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|105|Offences|7|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|117|Offences|7|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|52|Offences|7|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|135|Offences|7|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|110|Offences|7|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|22|Offences|7|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|12|Offences|7|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|18|Offences|7|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|27|Offences|7|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|64|Offences|7|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|39|Offences|7|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|49|Offences|7|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|26|Offences|7|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|64|Offences|7|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|36|Offences|7|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|32|Offences|7|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|27|Offences|7|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|11|Offences|7|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|17|Offences|3|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|13|Offences|3|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|6|Offences|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|27|Offences|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|13|Offences|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|4|Offences|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|58|Offences|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|27|Offences|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|18|Offences|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|35|Offences|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|38|Offences|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|37|Offences|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|12|Offences|3|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|0|Sanction Detections|3|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|1|Sanction Detections|3|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|0|Sanction Detections|3|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|1|Sanction Detections|3|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|1|Sanction Detections|3|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|1|Sanction Detections|3|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|3|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|0|Sanction Detections|3|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|0|Sanction Detections|3|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|3|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|3|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|3|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|3|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|3|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|3|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|2|Sanction Detections|3|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|3|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|0|Sanction Detections|3|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|3|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|3|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|3|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|3|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|1|Sanction Detections|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|3|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|3|Sanction Detections|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|2|Sanction Detections|3|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|3|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|104|Offences|4|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|102|Offences|4|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|99|Offences|4|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|92|Offences|4|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|61|Offences|4|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|100|Offences|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|39|Offences|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|83|Offences|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|70|Offences|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|11|Offences|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|13|Offences|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|18|Offences|4|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|12|Offences|4|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|42|Offences|4|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|18|Offences|4|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|34|Offences|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|4|Offences|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|16|Offences|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|15|Offences|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|9|Offences|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|21|Offences|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|9|Offences|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|22|Offences|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|24|Offences|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|7|Offences|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|62|Offences|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|45|Offences|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|21|Offences|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|58|Offences|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|57|Offences|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|36|Offences|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|21|Offences|4|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|0|Sanction Detections|4|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|1|Sanction Detections|4|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|4|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|0|Sanction Detections|4|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|0|Sanction Detections|4|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|2|Sanction Detections|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|0|Sanction Detections|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|1|Sanction Detections|4|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|1|Sanction Detections|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|4|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|4|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|4|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|4|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|4|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|0|Sanction Detections|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|0|Sanction Detections|4|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|4|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|4|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|0|Sanction Detections|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|4|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|2|Sanction Detections|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Sanction Detections|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|1|Sanction Detections|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|0|Sanction Detections|4|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|4|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|164|Offences|5|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|155|Offences|5|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|121|Offences|5|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|115|Offences|5|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|85|Offences|5|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|84|Offences|5|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|41|Offences|5|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|108|Offences|5|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|99|Offences|5|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|17|Offences|5|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|24|Offences|5|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|14|Offences|5|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|18|Offences|5|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|39|Offences|5|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|30|Offences|5|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|48|Offences|5|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|18|Offences|5|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|31|Offences|5|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|23|Offences|5|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|12|Offences|5|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|24|Offences|5|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|8|Offences|5|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|23|Offences|5|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|29|Offences|5|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|18|Offences|5|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|80|Offences|5|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|70|Offences|5|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|55|Offences|5|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|103|Offences|5|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Offences|5|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|69|Offences|5|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|56|Offences|5|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|22|Offences|5|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|108|Offences|9|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|165|Offences|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|40|Offences|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|154|Offences|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|132|Offences|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|18|Offences|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|15|Offences|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|22|Offences|9|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|27|Offences|9|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|39|Offences|9|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|63|Offences|9|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|63|Offences|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|21|Offences|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|55|Offences|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|17|Offences|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|33|Offences|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|36|Offences|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|12|Offences|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|55|Offences|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|37|Offences|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|15|Offences|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|82|Offences|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|67|Offences|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|35|Offences|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|99|Offences|9|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|3|Offences|9|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|79|Offences|9|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|67|Offences|9|2018
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|33|Offences|9|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|1|Sanction Detections|9|2018
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|0|Sanction Detections|9|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|9|2018
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|0|Sanction Detections|9|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|2|Sanction Detections|9|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|1|Sanction Detections|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|0|Sanction Detections|9|2018
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|3|Sanction Detections|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|9|2018
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|1|Sanction Detections|9|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|9|2018
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|9|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|9|2018
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|4|Sanction Detections|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|0|Sanction Detections|9|2018
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|9|2018
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|1|Sanction Detections|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|9|2018
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|1|Sanction Detections|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|9|2018
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|0|Sanction Detections|9|2018
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|0|Sanction Detections|7|2017
